Nivel de formación	Concepto turístico	Tipo de dato	Periodo	Total
Educación secundaria primera etapa	Duración media de los viajes	Distribución porcentual del acumulado	2017T1	""
Educación secundaria primera etapa	Duración media de los viajes	Distribución porcentual del acumulado	2016T4	""
Educación secundaria primera etapa	Duración media de los viajes	Distribución porcentual del acumulado	2016T3	""
Educación secundaria primera etapa	Duración media de los viajes	Distribución porcentual del acumulado	2016T2	""
Educación secundaria primera etapa	Duración media de los viajes	Distribución porcentual del acumulado	2016T1	""
Educación secundaria primera etapa	Duración media de los viajes	Distribución porcentual del acumulado	2015T4	""
Educación secundaria primera etapa	Duración media de los viajes	Distribución porcentual del acumulado	2015T3	""
Educación secundaria primera etapa	Duración media de los viajes	Distribución porcentual del acumulado	2015T2	""
Educación secundaria primera etapa	Duración media de los viajes	Distribución porcentual del acumulado	2015T1	""
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2023T4	-3,31
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2023T3	-8,04
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2023T2	-7,53
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2023T1	-5,57
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2022T4	10,97
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2022T3	3,61
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2022T2	23,78
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2022T1	-8,52
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2021T4	-24,21
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2021T3	5,05
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2021T2	-37,01
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2021T1	10,97
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2020T4	44,15
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2020T3	2,14
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2020T2	44,28
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2020T1	-0,97
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2019T4	-9,56
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2019T3	1,2
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2019T2	0,79
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2019T1	3,89
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2018T4	4,61
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2018T3	-6,28
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2018T2	3,75
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2018T1	14,4
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2017T4	-5,11
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2017T3	-3,29
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2017T2	-2,23
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2017T1	-12,97
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2016T4	-3,89
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2016T3	2,23
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2016T2	-4,84
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2016T1	2,74
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2015T4	""
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2015T3	""
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2015T2	""
Educación secundaria primera etapa	Duración media de los viajes	Variación anual	2015T1	""
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2023T4	-6,45
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2023T3	-5,66
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2023T2	-6,62
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2023T1	-5,57
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2022T4	2,16
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2022T3	-1,76
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2022T2	10,35
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2022T1	-8,52
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2021T4	-7,02
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2021T3	-0,97
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2021T2	-12,46
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2021T1	10,97
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2020T4	18,86
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2020T3	13,28
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2020T2	10,7
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2020T1	-0,97
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2019T4	-1,98
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2019T3	0,05
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2019T2	2,31
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2019T1	3,89
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2018T4	-0,02
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2018T3	-0,93
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2018T2	8,31
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2018T1	14,4
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2017T4	-4,85
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2017T3	-4,96
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2017T2	-7,31
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2017T1	-12,97
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2016T4	-0,08
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2016T3	0,27
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2016T2	-1,39
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2016T1	2,74
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2015T4	""
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2015T3	""
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2015T2	""
Educación secundaria primera etapa	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2015T1	""
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2023T4	25.217.081
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2023T3	56.848.647
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2023T2	24.067.684
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2023T1	16.369.468
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2022T4	19.762.598
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2022T3	60.207.294
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2022T2	27.821.143
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2022T1	20.110.914
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2021T4	21.248.871
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2021T3	62.889.770
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2021T2	17.350.223
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2021T1	11.323.112
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2020T4	14.961.611
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2020T3	45.302.180
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2020T2	7.436.879
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2020T1	17.714.550
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2019T4	22.812.266
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2019T3	60.226.242
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2019T2	27.197.672
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2019T1	25.826.452
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2018T4	24.328.458
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2018T3	65.983.725
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2018T2	27.727.253
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2018T1	23.468.805
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2017T4	23.312.529
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2017T3	71.692.568
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2017T2	26.800.748
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2017T1	19.954.569
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2016T4	23.420.925
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2016T3	68.673.100
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2016T2	22.920.933
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2016T1	23.680.158
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2015T4	24.142.385
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2015T3	61.859.619
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2015T2	24.266.815
Educación secundaria primera etapa	Pernoctaciones	Valor absoluto	2015T1	17.996.344
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2023T4	20,4
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2023T3	18,3
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2023T2	18,1
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2023T1	16,8
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2022T4	17,9
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2022T3	19,6
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2022T2	21,2
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2022T1	22,3
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2021T4	20,3
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2021T3	21,7
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2021T2	21
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2021T1	24,5
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2020T4	26,5
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2020T3	19,3
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2020T2	22,2
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2020T1	20,8
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2019T4	20,4
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2019T3	20
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2019T2	20,6
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2019T1	23,5
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2018T4	21,8
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2018T3	21,7
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2018T2	21,1
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2018T1	22,2
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2017T4	21
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2017T3	22,9
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2017T2	20,5
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2017T1	20,4
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2016T4	20,7
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2016T3	22,4
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2016T2	20,9
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2016T1	20,4
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2015T4	22,5
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2015T3	21,1
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2015T2	19,1
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual	2015T1	19,9
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2023T4	122.502.880
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2023T3	97.285.799
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2023T2	40.437.152
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2023T1	16.369.468
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2022T4	127.901.949
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2022T3	108.139.351
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2022T2	47.932.057
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2022T1	20.110.914
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2021T4	112.811.976
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2021T3	91.563.105
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2021T2	28.673.335
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2021T1	11.323.112
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2020T4	85.415.221
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2020T3	70.453.609
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2020T2	25.151.429
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2020T1	17.714.550
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2019T4	136.062.632
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2019T3	113.250.366
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2019T2	53.024.123
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2019T1	25.826.452
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2018T4	141.508.241
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2018T3	117.179.783
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2018T2	51.196.058
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2018T1	23.468.805
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2017T4	141.760.414
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2017T3	118.447.885
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2017T2	46.755.317
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2017T1	19.954.569
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2016T4	138.695.116
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2016T3	115.274.190
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2016T2	46.601.091
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2016T1	23.680.158
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2015T4	128.265.163
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2015T3	104.122.778
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2015T2	42.263.159
Educación secundaria primera etapa	Pernoctaciones	Acumulado en lo que va de año	2015T1	17.996.344
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2023T4	18,4
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2023T3	18
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2023T2	17,6
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2023T1	16,8
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2022T4	20
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2022T3	20,5
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2022T2	21,7
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2022T1	22,3
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2021T4	21,6
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2021T3	21,9
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2021T2	22,2
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2021T1	24,5
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2020T4	20,8
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2020T3	19,9
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2020T2	21,2
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2020T1	20,8
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2019T4	20,8
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2019T3	20,9
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2019T2	21,9
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2019T1	23,5
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2018T4	21,7
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2018T3	21,6
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2018T2	21,6
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2018T1	22,2
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2017T4	21,7
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2017T3	21,9
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2017T2	20,5
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2017T1	20,4
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2016T4	21,5
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2016T3	21,7
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2016T2	20,7
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2016T1	20,4
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2015T4	20,8
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2015T3	20,4
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2015T2	19,5
Educación secundaria primera etapa	Pernoctaciones	Distribución porcentual del acumulado	2015T1	19,9
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2023T4	27,6
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2023T3	-5,58
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2023T2	-13,49
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2023T1	-18,6
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2022T4	-6,99
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2022T3	-4,27
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2022T2	60,35
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2022T1	77,61
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2021T4	42,02
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2021T3	38,82
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2021T2	133,3
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2021T1	-36,08
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2020T4	-34,41
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2020T3	-24,78
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2020T2	-72,66
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2020T1	-31,41
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2019T4	-6,23
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2019T3	-8,73
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2019T2	-1,91
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2019T1	10,05
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2018T4	4,36
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2018T3	-7,96
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2018T2	3,46
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2018T1	17,61
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2017T4	-0,46
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2017T3	4,4
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2017T2	16,93
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2017T1	-15,73
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2016T4	-2,99
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2016T3	11,01
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2016T2	-5,55
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2016T1	31,58
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2015T4	""
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2015T3	""
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2015T2	""
Educación secundaria primera etapa	Pernoctaciones	Variación anual	2015T1	""
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T4	-4,22
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T3	-10,04
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T2	-15,64
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T1	-18,6
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T4	13,38
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T3	18,1
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T2	67,17
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T1	77,61
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T4	32,07
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T3	29,96
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T2	14
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T1	-36,08
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T4	-37,22
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T3	-37,79
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T2	-52,57
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T1	-31,41
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T4	-3,85
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T3	-3,35
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T2	3,57
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T1	10,05
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T4	-0,18
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T3	-1,07
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T2	9,5
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T1	17,61
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T4	2,21
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T3	2,75
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T2	0,33
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T1	-15,73
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T4	8,13
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T3	10,71
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T2	10,26
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T1	31,58
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T4	""
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T3	""
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T2	""
Educación secundaria primera etapa	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T1	""
Educación secundaria segunda etapa	Viajes	Valor absoluto	2023T4	8.021.463
Educación secundaria segunda etapa	Viajes	Valor absoluto	2023T3	11.745.985
Educación secundaria segunda etapa	Viajes	Valor absoluto	2023T2	9.225.318
Educación secundaria segunda etapa	Viajes	Valor absoluto	2023T1	6.841.306
Educación secundaria segunda etapa	Viajes	Valor absoluto	2022T4	7.606.698
Educación secundaria segunda etapa	Viajes	Valor absoluto	2022T3	11.631.909
Educación secundaria segunda etapa	Viajes	Valor absoluto	2022T2	8.853.316
Educación secundaria segunda etapa	Viajes	Valor absoluto	2022T1	5.941.816
Educación secundaria segunda etapa	Viajes	Valor absoluto	2021T4	7.083.094
Educación secundaria segunda etapa	Viajes	Valor absoluto	2021T3	11.453.673
Educación secundaria segunda etapa	Viajes	Valor absoluto	2021T2	6.108.372
Educación secundaria segunda etapa	Viajes	Valor absoluto	2021T1	2.705.219
Educación secundaria segunda etapa	Viajes	Valor absoluto	2020T4	3.117.045
Educación secundaria segunda etapa	Viajes	Valor absoluto	2020T3	8.950.665
Educación secundaria segunda etapa	Viajes	Valor absoluto	2020T2	1.820.064
Educación secundaria segunda etapa	Viajes	Valor absoluto	2020T1	5.361.283
Educación secundaria segunda etapa	Viajes	Valor absoluto	2019T4	7.169.121
Educación secundaria segunda etapa	Viajes	Valor absoluto	2019T3	11.719.832
Educación secundaria segunda etapa	Viajes	Valor absoluto	2019T2	9.330.679
Educación secundaria segunda etapa	Viajes	Valor absoluto	2019T1	7.723.729
Educación secundaria segunda etapa	Viajes	Valor absoluto	2018T4	8.081.130
Educación secundaria segunda etapa	Viajes	Valor absoluto	2018T3	12.291.491
Educación secundaria segunda etapa	Viajes	Valor absoluto	2018T2	9.704.037
Educación secundaria segunda etapa	Viajes	Valor absoluto	2018T1	7.603.852
Educación secundaria segunda etapa	Viajes	Valor absoluto	2017T4	7.753.850
Educación secundaria segunda etapa	Viajes	Valor absoluto	2017T3	11.747.624
Educación secundaria segunda etapa	Viajes	Valor absoluto	2017T2	9.310.542
Educación secundaria segunda etapa	Viajes	Valor absoluto	2017T1	7.536.079
